Label,F0,Harmonic_1,Harmonic_2,Harmonic_3,Harmonic_4,Harmonic_5,Harmonic_6,Harmonic_7,Harmonic_8,Harmonic_9,Spectral_Centroid,Spectral_Contrast,Spectral_Rolloff
Major,73.20428479728128,82.60951010066154,146.52318370485756,208.69770972798705,293.48115430498177,371.7427954529769,440.439124905106,496.0918474992358,586.9623086099635,659.1369332242257,410.2061100207227,22.451004164754956,699.8832050879397
Major,82.64503181542116,83.04429699592818,165.21902020132308,246.95895651145133,330.8728272979128,412.61276360804106,494.7874868134359,579.136144495164,661.3108677005589,743.0508040106872,257.76024962938845,18.557248731669016,397.4986014054648
Major,58.77739531418044,165.45454545454544,165.45454545454544,165.45454545454544,234.0909090909091,294.54545454545456,330.45454545454544,415.45454545454544,468.1818181818182,495.45454545454544,345.2929434872248,24.232626124065476,522.2368421052631
Major,82.64503181542116,165.0,165.0,233.1818181818182,330.9090909090909,416.8181818181818,495.9090909090909,588.1818181818181,661.8181818181818,661.8181818181818,266.9041968854754,20.694775166000042,394.51094777960526
Major,74.6996134999846,82.22222222222221,146.66666666666666,208.44444444444443,293.3333333333333,392.88888888888886,440.4444444444444,524.8888888888889,587.1111111111111,625.3333333333333,358.46580699768504,22.764645130744388,608.2574903350516
Major,52.36470614103133,82.22222222222221,83.1111111111111,164.88888888888889,208.44444444444443,261.77777777777777,330.66666666666663,392.88888888888886,416.4444444444444,524.0,235.10823784277534,18.39687070482217,346.6956699017397
Major,72.3634618720189,82.60951010066154,146.52318370485756,208.69770972798705,293.48115430498177,370.438434767177,440.439124905106,496.0918474992358,580.0057182856973,625.6583422886945,439.82816162152125,22.30742244138439,787.3145021984925
Major,82.64503181542116,83.04429699592818,165.21902020132308,246.95895651145133,330.4380404026461,412.61276360804106,494.7874868134359,579.136144495164,625.2235553934279,743.0508040106872,257.8271511515404,19.03864070364791,397.6609119817839
Major,82.64503181542116,82.60951010066154,165.6538070965897,247.393743406718,330.4380404026461,413.04755050330766,495.2222737087026,580.0057182856973,660.8760808052923,740.4420826390873,377.463430211596,22.283147356090396,634.7425604585427
Major,82.64503181542116,83.04429699592818,165.21902020132308,247.8285303019846,330.8728272979128,412.61276360804106,496.0918474992358,579.136144495164,661.7456545958256,741.7464433248873,286.02373706297067,18.950995035325633,409.9424122565955
Major,82.64503181542116,165.0,165.0,262.27272727272725,331.3636363636364,416.8181818181818,495.9090909090909,524.0909090909091,661.8181818181818,661.8181818181818,272.8696673666645,20.527191413462436,392.0742958470395
Major,74.48387315613512,82.60951010066154,146.52318370485756,208.69770972798705,293.48115430498177,370.438434767177,440.439124905106,524.787782586834,586.9623086099635,625.6583422886945,381.48001153735163,22.50752526227987,641.6137081893844
Major,52.36470614103133,82.1747232053949,83.04429699592818,164.3494464107898,208.2629228327204,261.7417109505171,330.4380404026461,370.438434767177,416.5258456654408,523.9182087963007,256.6592931941292,18.643016007716444,397.6068084563442
Major,62.27248111794115,165.33333333333331,165.33333333333331,184.88888888888889,247.1111111111111,312.0,370.22222222222223,415.55555555555554,494.6666666666666,555.5555555555555,356.89475041847845,23.2971346878395,536.498645900451
Major,168.1792830507429,165.33333333333331,334.22222222222223,496.0,661.7777777777777,834.2222222222222,936.8888888888888,1116.0,1251.111111111111,1251.111111111111,276.3860328541006,19.770923833054372,394.0909159552191
Major,92.76591169413096,82.22222222222221,165.77777777777777,278.22222222222223,370.6666666666666,440.4444444444444,556.4444444444445,625.3333333333333,740.4444444444445,834.6666666666666,377.0601290511169,23.218394559611095,637.9488915512243
Major,69.89849670895097,83.1111111111111,147.11111111111111,208.44444444444443,278.22222222222223,330.66666666666663,417.3333333333333,556.4444444444445,556.4444444444445,625.3333333333333,255.4331053875605,18.656638111767084,373.9451614851804
Major,79.37005259840997,82.60951010066154,155.21892161019036,247.8285303019846,311.307417010914,413.04755050330766,466.961125516371,556.0924390460322,625.6583422886945,740.4420826390873,359.24321070815546,22.85548307874036,600.3327182788945
Major,81.695772662055,83.04429699592818,164.3494464107898,246.95895651145133,330.4380404026461,412.61276360804106,493.91791302290267,579.136144495164,624.7887684981612,740.876869534354,306.6807408767758,17.80674555466753,513.8211811008166
Major,82.64503181542116,82.60951010066154,165.6538070965897,247.393743406718,330.4380404026461,413.04755050330766,495.2222737087026,580.0057182856973,659.1369332242257,788.2686411184177,371.0126866850363,22.604716130844565,621.8118178784548
Major,83.12378961427878,83.04429699592818,165.21902020132308,247.8285303019846,331.3076141931794,416.5258456654408,496.0918474992358,579.136144495164,662.6152283863588,662.6152283863588,280.3194932139884,18.951988479343644,411.8360356469849
Major,69.49591099211685,138.66666666666666,138.66666666666666,208.88888888888889,277.77777777777777,349.77777777777777,416.88888888888886,416.88888888888886,556.4444444444445,625.3333333333333,379.16612001505194,24.113620981275307,596.0479421713917
Major,87.55936114058852,87.8269528438612,174.78433189718913,262.17649784578373,349.56866379437827,440.439124905106,524.787782586834,663.4848021768921,699.1373275887565,787.3990673278844,351.29979611854185,22.810365488690053,597.0865067525126
Major,87.55936114058852,86.95737905332793,175.6539056877224,261.7417109505171,350.4382375849116,436.5260428477062,524.3529956915675,655.6586380620926,662.1804414910922,876.9651677528122,326.80713663692995,18.331996702567668,586.0493875628141
Major,73.62835290502629,87.72727272727272,130.9090909090909,220.9090909090909,294.54545454545456,393.1818181818182,442.27272727272725,529.5454545454545,589.0909090909091,663.1818181818181,304.0713164873023,23.704818288077416,547.6233552631579
Major,88.06658735961484,86.81818181818181,173.63636363636363,261.8181818181818,392.7272727272727,440.45454545454544,524.0909090909091,589.0909090909091,662.2727272727273,882.7272727272727,312.4026773477998,19.652775079097474,479.34043482730266
Major,87.55936114058852,174.78433189718913,174.78433189718913,262.17649784578373,349.56866379437827,440.0043380098393,524.787782586834,589.1362430862968,699.1373275887565,787.3990673278844,408.06599457325393,23.09449818241279,618.7820204538317
Major,65.9753955386447,174.78433189718913,174.78433189718913,196.52367666052112,262.17649784578373,350.4382375849116,392.6125664257757,440.87391180037264,588.70145619103,590.0058168768301,274.8085972005481,19.907964198891634,392.25055943781405
Major,86.55365610061429,87.72727272727272,175.9090909090909,262.27272727272725,330.45454545454544,440.45454545454544,524.5454545454545,660.9090909090909,663.1818181818181,787.2727272727273,321.0597511140057,23.63313894392431,543.2600483141447
Major,83.60532082885095,86.81818181818181,165.0,261.3636363636364,330.9090909090909,436.3636363636364,496.3636363636364,612.2727272727273,662.2727272727273,662.2727272727273,268.4584452052035,19.737177785300588,431.51405736019734
Major,88.06658735961484,87.72727272727272,175.9090909090909,264.09090909090907,311.3636363636364,440.45454545454544,529.5454545454545,622.7272727272727,663.1818181818181,787.2727272727273,321.4330815003758,23.57167089630393,548.0766858552631
Major,51.76324619206888,86.81818181818181,86.81818181818181,155.9090909090909,220.45454545454544,261.3636363636364,311.3636363636364,349.09090909090907,436.3636363636364,466.8181818181818,271.01443559110896,19.216713398951114,440.97733347039474
Major,69.49591099211685,208.44444444444443,208.44444444444443,208.44444444444443,278.22222222222223,350.22222222222223,416.4444444444444,421.3333333333333,556.4444444444445,625.3333333333333,325.3083291341141,21.112932418944972,498.03856918492266
Major,62.27248111794115,87.72727272727272,155.45454545454544,175.9090909090909,247.27272727272725,311.3636363636364,311.3636363636364,440.45454545454544,494.5454545454545,529.5454545454545,326.57329440192586,23.564358469088937,544.1667094983553
Major,158.28296733227415,155.9090909090909,316.3636363636364,468.1818181818182,624.0909090909091,781.3636363636364,936.3636363636364,936.3636363636364,1327.2727272727273,1329.090909090909,289.5665917421528,18.120584767659626,489.7103721217105
Major,55.47847360339225,87.72727272727272,87.72727272727272,175.9090909090909,220.9090909090909,278.1818181818182,311.3636363636364,440.45454545454544,442.27272727272725,529.5454545454545,318.7282120582867,24.499741892746215,534.5901007401316
Major,52.063107626740326,86.81818181818181,86.81818181818181,155.9090909090909,220.45454545454544,261.3636363636364,311.3636363636364,349.09090909090907,436.3636363636364,468.1818181818182,273.75571757483004,19.192108199420236,439.27734375
Major,109.76253939529518,130.87085547525854,221.3065296907196,311.307417010914,440.439124905106,529.5704384347671,663.4848021768921,783.4859852704847,787.3990673278844,1049.575565173668,371.7585582502243,22.8828403507008,633.3358687971106
Major,131.9507910772894,155.653708505457,261.7417109505171,393.4821402163089,523.9182087963007,661.3108677005589,882.6173973912785,882.6173973912785,882.6173973912785,882.6173973912785,322.6338498247603,19.376752292452533,518.7446019158291
Major,82.16903145857903,88.0,155.55555555555554,247.1111111111111,330.22222222222223,392.0,494.6666666666666,588.4444444444445,661.3333333333333,741.7777777777777,322.4619811735703,22.31094574608239,494.70869241301546
Major,99.42404238175476,109.77777777777776,197.77777777777777,311.1111111111111,392.4444444444444,496.0,589.7777777777777,662.2222222222222,780.8888888888888,936.4444444444443,257.3781974369532,17.81317373034348,404.0805462709407
Major,110.31788221637464,175.11111111111111,221.3333333333333,349.77777777777777,442.2222222222222,553.7777777777777,663.5555555555555,783.5555555555555,875.1111111111111,936.4444444444443,380.22564845145547,23.21015576745202,583.7828960615335
Major,56.12310241546865,174.66666666666666,174.66666666666666,174.66666666666666,220.44444444444443,311.55555555555554,350.22222222222223,393.3333333333333,442.2222222222222,525.3333333333333,334.667328278411,20.043110022796213,487.27196762242266
Major,69.49591099211685,138.66666666666666,138.66666666666666,208.88888888888889,277.77777777777777,349.77777777777777,416.88888888888886,466.6666666666666,556.4444444444445,625.3333333333333,427.48881352227465,24.21596000926332,694.3348048888531
Major,65.59540522187244,88.0,109.77777777777776,196.0,262.22222222222223,330.22222222222223,392.0,440.4444444444444,524.8888888888889,588.4444444444445,345.36575311814755,23.48291801058191,556.4224085856958
Major,65.59540522187244,87.1111111111111,109.77777777777776,196.44444444444443,261.3333333333333,330.22222222222223,392.4444444444444,440.4444444444444,524.4444444444445,589.7777777777777,244.45267699350018,18.987745034210146,355.5753412934923
Major,297.93549262454053,294.350728095515,589.1362430862968,884.3565449723451,1106.967435348865,1474.3623618491752,1474.3623618491752,1474.3623618491752,1474.3623618491752,1474.3623618491752,336.8294172177516,21.719642437881312,564.6243914886935
Major,88.06658735961484,86.95737905332793,173.47997121138923,261.7417109505171,350.4382375849116,440.439124905106,523.9182087963007,623.0496209170947,662.1804414910922,882.6173973912785,346.1792163179968,18.091478883214137,586.5363192917714
Major,55.15894110818732,87.72727272727272,87.72727272727272,165.45454545454544,220.9090909090909,264.09090909090907,330.45454545454544,440.45454545454544,440.45454545454544,495.45454545454544,317.2465395501305,23.757069495558202,543.4300472861842
Major,83.12378961427878,86.81818181818181,165.0,261.3636363636364,330.9090909090909,436.3636363636364,496.3636363636364,588.1818181818181,662.2727272727273,827.7272727272727,303.5470027316575,19.9349298900968,478.1504420230263
Major,88.57675191023606,175.0,175.0,278.1818181818182,349.54545454545456,442.27272727272725,524.5454545454545,663.1818181818181,699.0909090909091,835.0,349.7046417901522,24.55592767397927,562.8665964226974
Major,88.57675191023606,175.0,175.0,278.1818181818182,354.54545454545456,440.45454545454544,556.3636363636364,661.3636363636364,700.9090909090909,876.8181818181818,337.42350765567215,19.58104819552318,558.78662109375
Major,92.76591169413096,93.04439558706088,185.2192173835885,277.8288260753827,370.438434767177,466.52633862110434,556.0924390460322,702.6156227508897,740.4420826390873,834.7908389119482,345.1794051062343,23.850799342177734,581.396484375
Major,92.76591169413096,92.1748217965276,185.2192173835885,278.2636129706494,370.87322166244365,465.6567648305711,557.3967997318321,648.7020477378263,741.7464433248873,835.6604127024814,299.67588620863626,19.345968686363257,472.59429471576635
Major,69.89849670895097,208.44444444444443,208.44444444444443,208.44444444444443,278.22222222222223,350.22222222222223,416.4444444444444,467.1111111111111,556.4444444444445,625.3333333333333,362.3046779472513,19.988656263346346,632.9540763933634
Major,92.76591169413096,184.88888888888889,184.88888888888889,278.22222222222223,370.22222222222223,466.6666666666666,556.4444444444445,620.8888888888888,741.3333333333333,834.6666666666666,429.48338476057097,24.45478755859152,677.9629107603092
Major,91.70040432046711,176.0,182.66666666666663,278.22222222222223,368.0,465.77777777777777,556.4444444444445,631.1111111111111,740.8888888888888,835.5555555555555,303.8190006623627,20.567211955969103,425.0032719877577
Major,77.11054127039704,185.0,185.0,234.0909090909091,311.8181818181818,370.45454545454544,468.1818181818182,555.4545454545454,624.0909090909091,702.7272727272727,330.611840038604,23.425071278164666,501.6669664884868
Major,207.05298476827548,187.27272727272728,416.8181818181818,622.7272727272727,834.090909090909,1116.3636363636365,1250.9090909090908,1250.9090909090908,1250.9090909090908,1250.9090909090908,298.2606062804951,20.392899096887422,447.26729543585526
Major,92.76591169413096,185.0,185.0,278.1818181818182,370.45454545454544,468.1818181818182,556.3636363636364,699.0909090909091,741.3636363636364,835.0,352.9334248365635,24.706383086828414,555.8399722450658
Major,59.11788930135741,175.9090909090909,175.9090909090909,175.9090909090909,233.1818181818182,278.1818181818182,350.45454545454544,370.9090909090909,467.27272727272725,553.1818181818181,278.4230118226231,20.260207131818362,444.15064761513156
Major,92.76591169413096,185.0,185.0,278.1818181818182,370.45454545454544,468.1818181818182,556.3636363636364,659.0909090909091,741.3636363636364,835.0,367.3903732520424,24.0661390132084,586.3264545641447
Major,60.49970446096463,175.9090909090909,175.9090909090909,182.72727272727272,233.1818181818182,278.1818181818182,370.9090909090909,466.3636363636364,467.27272727272725,553.1818181818181,279.76301383150474,19.822395783213846,445.17064144736844
Major,242.69976028898836,234.0909090909091,495.45454545454544,702.7272727272727,992.2727272727273,1172.7272727272727,1408.6363636363635,1575.4545454545455,1838.181818181818,1838.181818181818,300.49431238657337,23.5526545950629,509.4302528782895
Major,82.16903145857903,92.27272727272728,165.0,233.1818181818182,331.3636363636364,466.3636363636364,495.9090909090909,556.3636363636364,661.8181818181818,661.8181818181818,242.9857010393479,19.511268311793433,365.0444592927632
Major,58.77739531418044,138.69701959005806,138.69701959005806,174.78433189718913,234.3501365487188,277.8288260753827,349.56866379437827,415.2214849796409,468.2654862021709,524.787782586834,412.46743388053636,22.439531551310562,674.5086516567211
Major,59.11788930135741,93.18181818181816,93.18181818181816,186.36363636363637,234.0909090909091,294.54545454545456,330.45454545454544,466.3636363636364,468.1818181818182,560.4545454545454,318.0695388611614,23.42896300039605,541.6733912417764
Major,81.695772662055,92.27272727272728,165.0,233.1818181818182,330.9090909090909,466.3636363636364,495.9090909090909,556.3636363636364,648.6363636363636,661.8181818181818,279.9483303452856,19.57551611274395,414.7974917763158
Major,82.64503181542116,185.0,185.0,234.0909090909091,329.54545454545456,415.45454545454544,468.1818181818182,555.4545454545454,659.0909090909091,741.3636363636364,341.5477924892865,23.588409894254376,500.42030736019734
Major,60.49970446096463,1.818181818181818,175.45454545454544,182.72727272727272,233.1818181818182,330.9090909090909,370.9090909090909,416.8181818181818,467.27272727272725,556.3636363636364,292.68724949703056,20.460150537393492,450.61060855263156
Major,262.38162088748976,262.22222222222223,524.8888888888889,787.5555555555555,1049.7777777777778,1252.888888888889,1575.5555555555554,1838.2222222222224,1838.2222222222224,1838.2222222222224,347.74547848302274,22.805725506524066,590.5536454977448
Major,83.60532082885095,92.0,165.33333333333331,262.22222222222223,331.1111111111111,417.3333333333333,496.0,556.4444444444445,661.7777777777777,827.5555555555555,258.74690798659657,18.370783109791773,365.9534572326031
Major,59.11788930135741,92.88888888888889,92.88888888888889,186.2222222222222,234.2222222222222,294.66666666666663,330.22222222222223,415.55555555555554,468.4444444444444,560.4444444444445,350.4071518209509,22.87528944451856,593.2175469152706
Major,82.16903145857903,92.0,165.33333333333331,233.3333333333333,330.22222222222223,416.4444444444444,496.0,588.0,661.7777777777777,661.7777777777777,238.88466604192982,19.92663888613703,344.91973562338916
Major,92.76591169413096,184.88888888888889,184.88888888888889,278.22222222222223,370.22222222222223,466.6666666666666,556.0,625.3333333333333,741.3333333333333,834.6666666666666,429.5738450036633,23.60332889678193,680.5713142316366
Major,92.76591169413096,185.77777777777777,185.77777777777777,278.22222222222223,370.6666666666666,465.77777777777777,556.4444444444445,625.3333333333333,742.6666666666666,835.5555555555555,313.7119833007269,19.630864875700404,521.4587024806701
Major,69.49591099211685,278.1818181818182,278.1818181818182,278.1818181818182,278.1818181818182,350.45454545454544,466.3636363636364,467.27272727272725,556.3636363636364,624.0909090909091,357.63245490646057,21.00654125977014,516.0035464638158
Major,82.17040223873809,92.88888888888889,165.33333333333331,234.2222222222222,330.22222222222223,415.55555555555554,495.55555555555554,560.4444444444445,660.8888888888888,702.6666666666666,294.785638445616,23.202965918370047,454.0841957957474
Major,82.16903145857903,92.0,165.33333333333331,233.3333333333333,330.22222222222223,416.4444444444444,496.0,555.5555555555555,661.7777777777777,661.7777777777777,252.06736287440884,19.790186966439705,359.18270779639175
Major,282.842712474619,279.1331867611827,560.4403079986985,834.7908389119482,1091.3151071192656,1391.7528517485136,1670.4512516144296,1949.1496514803457,1949.1496514803457,1949.1496514803457,330.12503207827,22.65787370512665,536.003626531093
Major,69.89849670895097,92.1748217965276,155.653708505457,208.2629228327204,278.2636129706494,350.0034506896449,416.5258456654408,468.2654862021709,556.0924390460322,624.7887684981612,257.0601847619967,18.804341885079474,389.32896906407035
Major,58.77739531418044,185.0,185.0,185.0,234.0909090909091,294.54545454545456,370.45454545454544,370.45454545454544,468.1818181818182,555.4545454545454,375.1670608200777,23.781049489842914,624.9728875411184
Major,61.20267716523277,175.9090909090909,175.9090909090909,183.1818181818182,233.1818181818182,294.09090909090907,370.9090909090909,466.3636363636364,467.27272727272725,556.3636363636364,283.10074055760856,20.06161058106337,414.85415810032896
Major,50.0,98.6966252255272,98.6966252255272,146.52318370485756,197.3932504510544,247.8285303019846,296.52466257184824,371.7427954529769,395.6560746926421,440.439124905106,345.861284444412,22.606394662238685,541.6303931768216
Major,50.0,146.9579706001242,146.9579706001242,146.9579706001242,196.52367666052112,246.95895651145133,293.48115430498177,370.438434767177,392.6125664257757,494.3526999181693,267.1226840661856,20.1286979402803,385.05479055433415
Major,97.7159968434246,98.6966252255272,195.65410286998784,293.48115430498177,392.177779530509,495.2222737087026,586.9623086099635,702.6156227508897,783.4859852704847,881.3130367054786,420.4805369892198,21.766641503479764,745.2760629318467
Major,198.8480847635095,196.52367666052112,392.6125664257757,590.0058168768301,786.0947066420845,786.0947066420845,786.0947066420845,786.0947066420845,786.0947066420845,786.0947066420845,269.7289207036081,20.31345270093745,370.1222175329774
Major,65.59540522187244,130.66666666666666,130.66666666666666,196.0,262.66666666666663,329.77777777777777,393.3333333333333,440.0,524.8888888888889,589.3333333333333,397.698800230287,23.413762476942935,602.6521977690078
Major,87.55936114058852,138.66666666666666,175.11111111111111,262.22222222222223,349.77777777777777,416.88888888888886,524.8888888888889,625.3333333333333,699.1111111111111,787.5555555555555,334.49356984212665,23.06508259231127,536.8316335776417
Major,110.95694720678448,98.6966252255272,221.3065296907196,330.4380404026461,442.17827248617255,589.1362430862968,663.4848021768921,783.4859852704847,884.3565449723451,992.1836949984717,340.2755805538879,22.170899183345277,562.7848716237437
Major,81.695772662055,97.82705143499392,165.21902020132308,246.95895651145133,331.3076141931794,392.6125664257757,493.91791302290267,588.70145619103,661.3108677005589,786.0947066420845,284.05186115561423,19.99361441039341,432.61178941582915
Major,50.0,98.6966252255272,98.6966252255272,146.52318370485756,197.3932504510544,247.8285303019846,296.52466257184824,370.438434767177,395.6560746926421,440.439124905106,356.54719365107013,22.676012204880756,582.9113830873116
Major,50.0,146.9579706001242,146.9579706001242,146.9579706001242,196.52367666052112,246.95895651145133,293.48115430498177,370.0036478719104,392.6125664257757,494.3526999181693,255.12478785100376,19.468064543805543,387.9222774026382
Major,50.0,98.6966252255272,98.6966252255272,146.52318370485756,197.3932504510544,247.8285303019846,296.52466257184824,349.56866379437827,395.6560746926421,440.439124905106,333.21665800479093,21.971347298440392,515.3360798131281
Major,50.0,97.82705143499392,97.82705143499392,146.9579706001242,196.52367666052112,246.95895651145133,293.48115430498177,350.4382375849116,392.6125664257757,494.3526999181693,270.35576372299175,18.17755403116523,436.72365734924625
Major,50.0,98.63636363636364,98.63636363636364,175.0,197.27272727272725,247.27272727272725,296.3636363636364,349.54545454545456,395.45454545454544,494.5454545454545,330.13335335456077,24.42863934439914,546.0933645148026
Major,89.60596419119524,97.72727272727272,175.0,278.1818181818182,353.1818181818182,494.5454545454545,525.0,557.2727272727273,700.9090909090909,835.4545454545454,275.29464116763916,20.0792941507614,415.81748560855266
Major,50.0,98.63636363636364,98.63636363636364,175.0,197.27272727272725,247.27272727272725,296.3636363636364,349.54545454545456,395.45454545454544,494.5454545454545,317.4904360937918,23.53004348117488,517.7035361842105
Major,122.40535433046551,97.72727272727272,247.27272727272725,353.1818181818182,494.5454545454545,622.7272727272727,743.1818181818181,876.8181818181818,936.8181818181818,1250.9090909090908,285.2431498814157,19.829699046724052,434.34737356085526
Major,87.55936114058852,174.66666666666666,174.66666666666666,262.22222222222223,350.22222222222223,416.4444444444444,625.3333333333333,625.3333333333333,625.3333333333333,876.8888888888888,358.38038036822354,19.810890470714543,610.5329061291882
Major,50.0,98.66666666666666,98.66666666666666,146.66666666666666,197.3333333333333,247.1111111111111,296.4444444444444,349.77777777777777,395.55555555555554,442.2222222222222,332.87737244193875,22.184896325012982,538.330078125
Major,50.0,97.77777777777776,97.77777777777776,147.11111111111111,196.0,247.1111111111111,293.77777777777777,350.22222222222223,392.0,442.2222222222222,309.608836484783,19.076952289514708,507.5842159310567
Major,52.73923680169612,98.66666666666666,98.66666666666666,175.11111111111111,221.3333333333333,278.22222222222223,296.4444444444444,371.55555555555554,442.2222222222222,495.55555555555554,341.842767721311,22.973699270820017,573.571273961018
Major,62.27248111794115,97.77777777777776,97.77777777777776,196.0,249.77777777777777,278.22222222222223,370.6666666666666,440.4444444444444,494.6666666666666,556.4444444444445,291.5733275699399,17.52049216472741,477.8373167686856
Major,50.0,98.66666666666666,98.66666666666666,175.11111111111111,197.3333333333333,247.1111111111111,296.4444444444444,349.77777777777777,395.55555555555554,440.0,356.2869686403692,22.926739099517864,573.1272903914304
Major,88.06658735961484,97.77777777777776,174.66666666666666,247.1111111111111,350.22222222222223,440.88888888888886,525.3333333333333,624.0,700.8888888888888,744.0,280.5233981841707,19.468300727567957,401.5831386920103
Major,50.0,98.66666666666666,98.66666666666666,146.66666666666666,197.3333333333333,247.1111111111111,296.4444444444444,370.6666666666666,395.55555555555554,442.2222222222222,376.3637583526422,22.660725714819673,632.8985784471649
